x,y
6.4901,-24.1429
6.493,-24.1421
6.4964,-24.1412
6.4994,-24.1404
6.5027,-24.1395
6.5057,-24.1387
6.509,-24.1378
6.5124,-24.1369
6.5153,-24.1361
6.5186,-24.1352
6.5216,-24.1344
6.5249,-24.1335
6.5279,-24.1327
6.5312,-24.1318
6.5345,-24.1309
6.5375,-24.1301
6.5408,-24.1292
6.5438,-24.1284
6.5471,-24.1275
6.55,-24.1267
6.5534,-24.1258
6.5563,-24.125
6.5596,-24.1241
6.5629,-24.1232
6.5659,-24.1224
6.5692,-24.1215
6.5721,-24.1207
6.5754,-24.1198
6.5783,-24.119
6.5816,-24.1181
6.5849,-24.1172
6.5879,-24.1164
6.5912,-24.1155
6.5941,-24.1147
6.5974,-24.1138
6.6003,-24.113
6.6036,-24.1121
6.6065,-24.1113
6.6098,-24.1104
6.6131,-24.1095
6.616,-24.1087
6.6193,-24.1078
6.6222,-24.107
6.6255,-24.1061
6.6284,-24.1053
6.6316,-24.1044
6.6349,-24.1035
6.6378,-24.1027
6.6411,-24.1018
6.644,-24.101
6.6472,-24.1001
6.6501,-24.0993
6.6534,-24.0984
6.6563,-24.0976
6.6596,-24.0967
6.6628,-24.0958
6.6657,-24.095
6.669,-24.0941
6.6718,-24.0933
6.6751,-24.0924
6.678,-24.0916
6.6812,-24.0907
6.6845,-24.0898
6.6874,-24.089
6.6906,-24.0881
6.6935,-24.0873
6.6967,-24.0864
6.6996,-24.0856
6.7028,-24.0847
6.7057,-24.0839
6.7089,-24.083
6.7122,-24.0821
6.715,-24.0813
6.7183,-24.0804
6.7211,-24.0796
6.7243,-24.0787
6.7272,-24.0779
6.7304,-24.077
6.7333,-24.0762
6.7365,-24.0753
6.7397,-24.0744
6.7426,-24.0736
6.7458,-24.0727
6.7487,-24.0719
6.7519,-24.071
6.7547,-24.0702
6.7579,-24.0693
6.7611,-24.0684
6.764,-24.0676
6.7672,-24.0667
6.77,-24.0659
6.7732,-24.065
6.7761,-24.0642
6.7793,-24.0633
6.7821,-24.0625
6.7853,-24.0616
6.7885,-24.0607
6.7913,-24.0599
6.7945,-24.059
6.7973,-24.0582
6.8005,-24.0573
6.8033,-24.0565
6.8065,-24.0556
6.8097,-24.0547
6.8125,-24.0539
6.8157,-24.053
6.8185,-24.0522
6.8217,-24.0513
6.8245,-24.0505
6.8277,-24.0496
6.8305,-24.0488
6.8337,-24.0479
6.8368,-24.047
6.8397,-24.0462
6.8428,-24.0453
6.8456,-24.0445
6.8488,-24.0436
6.8516,-24.0428
6.8548,-24.0419
6.8579,-24.041
6.8607,-24.0402
6.8639,-24.0393
6.8667,-24.0385
6.8698,-24.0376
6.8726,-24.0368
6.8758,-24.0359
6.8786,-24.0351
6.8817,-24.0342
6.8849,-24.0333
6.8876,-24.0325
6.8908,-24.0316
6.8936,-24.0308
6.8967,-24.0299
6.8995,-24.0291
6.9026,-24.0282
6.9058,-24.0273
6.9085,-24.0265
6.9117,-24.0256
6.9145,-24.0248
6.9176,-24.0239
6.9204,-24.0231
6.9235,-24.0222
6.9263,-24.0214
6.9294,-24.0205
6.9325,-24.0196
6.9353,-24.0188
6.9384,-24.0179
6.9412,-24.0171
6.9443,-24.0162
6.947,-24.0154
6.9501,-24.0145
6.9529,-24.0137
6.956,-24.0128
6.9591,-24.0119
6.9619,-24.0111
6.965,-24.0102
6.9677,-24.0094
6.9708,-24.0085
6.9736,-24.0077
6.9767,-24.0068
6.9798,-24.0059
6.9825,-24.0051
6.9856,-24.0042
6.9884,-24.0034
6.9915,-24.0025
6.9942,-24.0017
6.9973,-24.0008
7.0,-24.0
7.0031,-23.9991
7.0062,-23.9982
7.009,-23.9974
7.012,-23.9965
7.0148,-23.9957
7.0179,-23.9948
7.0206,-23.994
7.0237,-23.9931
7.0267,-23.9922
7.0295,-23.9914
7.0325,-23.9905
7.0353,-23.9897
7.0383,-23.9888
7.0411,-23.988
7.0441,-23.9871
7.0469,-23.9863
7.0499,-23.9854
7.053,-23.9845
7.0557,-23.9837
7.0588,-23.9828
7.0615,-23.982
7.0645,-23.9811
7.0672,-23.9803
7.0703,-23.9794
7.0733,-23.9785
7.0761,-23.9777
7.0791,-23.9768
7.0818,-23.976
7.0849,-23.9751
7.0876,-23.9743
7.0906,-23.9734
7.0933,-23.9726
7.0964,-23.9717
7.0994,-23.9708
7.1021,-23.97
7.1051,-23.9691
7.1078,-23.9683
7.1109,-23.9674
7.1136,-23.9666
7.1166,-23.9657
7.1196,-23.9648
7.1223,-23.964
7.1253,-23.9631
7.128,-23.9623
7.1311,-23.9614
7.1337,-23.9606
7.1368,-23.9597
7.1395,-23.9589
7.1425,-23.958
7.1455,-23.9571
7.1482,-23.9563
7.1512,-23.9554
7.1539,-23.9546
7.1569,-23.9537
7.1596,-23.9529
7.1626,-23.952
7.1652,-23.9512
7.1683,-23.9503
7.1713,-23.9494
7.1739,-23.9486
7.1769,-23.9477
7.1796,-23.9469
7.1826,-23.946
7.1853,-23.9452
7.1883,-23.9443
7.1913,-23.9434
7.1939,-23.9426
7.1969,-23.9417
7.1996,-23.9409
7.2026,-23.94
7.2052,-23.9392
7.2082,-23.9383
7.2109,-23.9375
7.2139,-23.9366
7.2169,-23.9357
7.2195,-23.9349
7.2225,-23.934
7.2251,-23.9332
7.2281,-23.9323
7.2308,-23.9315
7.2337,-23.9306
7.2367,-23.9297
7.2394,-23.9289
7.2423,-23.928
7.245,-23.9272
7.248,-23.9263
7.2506,-23.9255
7.2536,-23.9246
7.2562,-23.9238
7.2592,-23.9229
7.2621,-23.922
7.2648,-23.9212
7.2677,-23.9203
7.2704,-23.9195
7.2733,-23.9186
7.276,-23.9178
7.2789,-23.9169
7.2819,-23.916
